Rest. 1, rest. 2, rest. 3, rest. 4, rest. 5, total
760,1086800,27363800,1054120,1026000,30531480
760,322240,23619280,568670,547200,25058150
760,234080,26931740,471580,451440,28089600
760,230280,24483400,471580,451440,25637460
760,1086800,27363800,1054120,1026000,30531480
760,197600,24555410,429970,410400,25594140
760,197600,24555410,429970,410400,25594140
760,418760,23691290,651890,629280,25391980
760,1698980,27363800,1317650,1285920,31667110
760,551760,27219780,748980,725040,29246320
