Precalc, rest. 1, rest. 2, rest. 3, rest. 4, rest. 5, total
0.000180244000000003,0.01681873200000001,1.9131071880000001,111.78241666,1.7194940849999938,1.8115126260000096, 117.243753295
0.00011960000000000442,0.013604675000000004,0.626435694,82.850513127,0.7338814880000086,0.7136992979999945, 84.938510399
0.00012756199999999773,0.008956379,0.305987644,81.738096162,0.5972817380000066,0.5788300570000047, 83.229475092
0.0003297499999999898,0.02205552799999999,0.294042395,74.09551506999999,0.5943762360000022,0.5787765999999976, 75.585397147
0.00020374199999999287,0.024188219999999996,1.7025659670000002,85.449227849,1.361450027999993,1.3391433669999913, 89.877023072
0.00012489599999999934,0.008463256000000002,0.25384986600000004,80.163245314,0.6776872760000003,0.6697130590000029, 81.77325830000001
0.00026105400000001056,0.02234828900000002,0.256693003,74.93981726300001,0.5525334839999942,0.5292672060000001, 76.301184578
0.00013197799999999787,0.010447617999999999,0.535894689,76.60997503799999,1.0230489319999947,0.9897703580000012, 79.169455228
0.00012579399999999852,0.018520554,2.145167426,82.727082772,1.6857143430000008,1.669718691, 88.246551654
0.0002703559999999994,0.030923181999999994,0.709350613,82.57271167900001,0.9621730069999899,0.9474044950000007, 85.223152605
