Precalc, rest. 1, rest. 2, rest. 3, rest. 4, rest. 5, total
0.0005767670000000058,0.02969034000000001,1.110733313,108.522670394,1.2390143530000017,1.2240439659999964, 112.12730093799999
0.00032965899999999604,0.02796715900000002,1.189296169,110.54245598700001,1.2654110189999983,1.2539376109999978, 114.279703041
0.00027428200000001457,0.027694214999999994,0.815856109,105.17757982399999,1.053759319000008,1.0573493429999985, 108.132865681
0.00016459700000000244,0.014420799000000012,0.7846545710000001,101.827688748,1.03870876900001,1.0382297760000085, 104.704074073
0.00013395199999999968,0.011736096999999994,0.520539262,111.61288387799999,0.8248500130000025,0.8021221930000024, 113.772420969
0.000273170000000017,0.03182622900000001,2.25974412,118.737454035,1.7829176569999987,1.7793342519999982, 124.591855708
0.0003192880000000009,0.027649227999999998,1.0432189379999999,116.283389761,1.1842125029999977,1.191131820999999, 119.73022229
0.0001311769999999962,0.021984431,2.7476632850000002,100.807500877,2.287892713000005,2.4308954469999975, 108.29627958
9.889500000000162e-05,0.011657966000000006,0.590226543,115.275821192,0.912297977999998,0.8921467089999879, 117.68251031499999
0.00030549599999998844,0.03061417999999999,0.8958999300000001,110.396931654,1.1028548179999973,1.0827018569999893, 113.509583353
