Precalc, rest. 1, rest. 2, rest. 3, rest. 4, rest. 5, total
0.000134183000000003,0.04416182400000001,5.6566195,110.654155568,3.198378453999993,3.3172447419999997, 122.87092345900001
8.825399999999595e-05,0.016348465,0.497590811,114.842668365,0.929520533999991,0.9463860339999997, 117.23281109700001
0.00018040299999999565,0.016808197000000004,0.605037142,115.236443487,0.9298021139999975,0.9895871620000065, 117.778104729
0.00014344300000000004,0.028580369999999994,5.206359832,109.361161458,2.999470802999994,3.226671868000011, 120.82259425800001
0.00046867500000000173,0.024784990000000007,0.47240678500000005,113.486734678,0.7410812960000044,0.8195814949999942, 115.545428956
0.0002679579999999987,0.04595274699999999,3.478773812,113.523441021,2.2909260440000025,2.2471448370000076, 121.586801677
0.0002698430000000057,0.042786113,3.247803078,109.562192051,2.2780671689999963,2.2958898800000043, 117.427306348
8.904800000000129e-05,0.012325563000000005,0.605305726,118.166371832,1.1669587389999947,0.9217333370000063, 120.872961602
0.00014367399999999642,0.010802379,0.377593588,102.47376326199999,0.9129839520000047,1.0582730120000008, 104.83377071599999
0.00020925499999999847,0.029336770000000005,2.1322346000000003,118.447816334,1.5905278400000071,1.8791056829999917, 124.079477963
