Precalc, rest. 1, rest. 2, rest. 3, rest. 4, rest. 5, total
6.69659999999947e-05,0.0016923569999999985,0.029047771,2.82474217,0.04415344100000018,0.0419401989999999, 2.941814817
8.445199999999875e-05,0.0025684939999999976,0.037501002000000005,2.324661423,0.053117977999999955,0.057576249999999884, 2.475726816
5.905700000000125e-05,0.002470904000000003,0.03453601,2.68447561,0.03549271499999973,0.03215058199999987, 2.789401555
7.44309999999998e-05,0.001821457999999998,0.051144904,2.382981454,0.05910113500000014,0.057710356999999934, 2.553035122
9.123700000000096e-05,0.0020326659999999955,0.08457740999999999,2.966971268,0.09549906299999966,0.09335170599999998, 3.242795604
5.490399999999451e-05,0.003126768000000002,0.040759574,3.5604686990000003,0.04971960399999986,0.04591568900000009, 3.700257196
7.997800000000138e-05,0.003224099000000001,0.067677136,2.192969406,0.06835266799999973,0.0703390559999999, 2.402894045
5.7030999999999055e-05,0.002204483,0.057940502,3.24916853,0.10008569400000011,0.09458057199999992, 3.5042321569999997
7.353899999999747e-05,0.0030823069999999994,0.041440936000000005,4.079425081,0.07432892599999974,0.07312955699999968, 4.271704525
7.504099999999791e-05,0.001821876,0.075209169,2.4236650170000003,0.08770815500000007,0.11268485399999983, 2.70139159
