Precalc, rest. 1, rest. 2, rest. 3, rest. 4, rest. 5, total
5.7162999999998965e-05,0.002462301,0.045686475000000004,2.096460382,0.06381500700000009,0.06608213999999979, 2.274784316
7.368900000000178e-05,0.0013260650000000013,0.013553108000000001,1.8435654010000002,0.02604674500000015,0.023750406, 1.908529182
6.906799999999852e-05,0.0016699579999999992,0.059501562,2.152064526,0.075305905,0.056752223999999796, 2.34559896
0.00011810799999999871,0.0012348819999999996,0.014626336000000004,1.8616227490000001,0.024265683000000093,0.022356552999999835, 1.924418837
9.790600000000177e-05,0.0016168220000000039,0.041795803,1.600379122,0.06965041100000002,0.06013917400000013, 1.773903194
7.441199999999593e-05,0.0014279269999999955,0.03633178000000001,1.88519458,0.07083652499999982,0.07409599999999994, 2.068177762
7.275400000000126e-05,0.0019423900000000022,0.04917715100000001,1.827596457,0.05900693800000001,0.06107124099999983, 1.9990522769999999
0.00011111600000000138,0.001519211999999999,0.039896614000000004,1.7642642659999999,0.09214178900000003,0.070249424, 1.9684102250000002
6.039699999999676e-05,0.0013961379999999982,0.028464339000000005,2.42389457,0.06173986000000031,0.06476195800000006, 2.580531461
5.9042000000002204e-05,0.0024267330000000004,0.032999333,2.4648936299999997,0.030746724000000114,0.03536105299999992, 2.566724608
